Open.Houses,Photo,MLS,AR,Type,S,Address,City,BR,Baths.FTHQ.,SqFt,LP...SqFt,LP,SP,HOD,Lot.Sz,YB,DOM,X..of.Units,Change.Date,latitude,longitude,unit_count,Units_used,Pred_Unit_Rent,GPR_Monthly,EGI_Monthly,EGI_Annual,Expense_Size_Band,Expense_Size_Multiplier,Est_Expense_per_Unit_Annual,Annual_Expenses_Total,NOI_Monthly,NOI_Annual,Price_Used,Cap_Rate,Cap_Rate_Pct,Vacancy_Assumed,Benchmark_Base_perUnit_Annual,Benchmark_Notes
,30.0,IV21192004MR,1543,INC,S,728  E Princeton ST ,ONTARIO,,3.00 (0 0 0 0),1584.0,$410.35,"$650,000","$695,000",$0.00,"7,260",1968.0,8,2.0,12/20/2021,34.0797024,-117.6406716,,2.0,1924.64,3849.28,3656.816,43881.792,<50,1.18,10030.0,20060.0,1985.1493333333335,23821.792,695000,0.03427595971223022,3.427595971223022,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,16.0,IV21204945MR,469,INC,S,439   Randolph ST ,POMONA,3.0,2.00 (2 0 0 0),1480.0,$415.54,"$615,000","$630,000",$0.00,"7,105",1925.0,16,,01/05/2022,34.0672191,-117.7626001,,1.0,2082.49,2082.49,1978.3654999999997,23740.385999999995,<50,1.18,10030.0,10030.0,1142.5321666666662,13710.385999999995,630000,0.021762517460317453,2.1762517460317454,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,28.0,IV21231539MR,1543,INC,S,1522  N Lake AVE ,ONTARIO,,3.00 (0 0 0 0),1889.0,$370.57,"$699,999","$650,000",$0.00,"7,202",1971.0,11,2.0,12/05/2021,34.0852493,-117.621946,,2.0,2033.07,4066.14,3862.8329999999996,46353.996,<50,1.18,10030.0,20060.0,2191.166333333333,26293.996,650000,0.040452301538461535,4.045230153846154,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,8.0,IV21238205MR,1543,INC,S,5111   Merle ST ,ONTARIO,,2.00 (0 0 0 0),1800.0,$372.22,"$670,000","$680,000",$0.00,"7,808",1963.0,4,2.0,12/22/2021,,,,2.0,2020.95,4041.9,3839.805,46077.659999999996,<50,1.18,10030.0,20060.0,2168.138333333333,26017.659999999996,680000,0.03826126470588235,3.826126470588235,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,27.0,IV21239583MR,1543,INC,S,1222  S Palm AVE ,ONTARIO,,2.00 (0 0 0 0),1368.0,$497.08,"$680,000","$700,000",$0.00,"8,400",1958.0,21,2.0,01/28/2022,34.0511097,-117.6536078,,2.0,1937.79,3875.58,3681.801,44181.612,<50,1.18,10030.0,20060.0,2010.1343333333334,24121.612,700000,0.03445944571428572,3.445944571428572,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,37.0,IV21261721MR,469,INC,S,915  E 3rd ST ,POMONA,1.0,1.00 (0 0 0 0),904.0,$552.99,"$499,900","$520,000",$0.00,"6,558",1936.0,63,2.0,10/18/2022,34.0572908,-117.7387664,,2.0,1595.36,3190.72,3031.1839999999997,36374.208,<50,1.18,10030.0,20060.0,1359.5173333333332,16314.207999999999,520000,0.03137347692307692,3.1373476923076917,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,11.0,IV22032365MR,1543,INC,S,528   Lynn Haven ST ,ONTARIO,, (0 0 0 0),1710.0,$362.57,"$620,000","$650,000",,"6,240",1923.0,23,2.0,04/28/2022,34.0660444,-117.645332,,2.0,2042.4,4084.8,3880.56,46566.72,<50,1.18,10030.0,20060.0,2208.8933333333334,26506.72,650000,0.04077956923076923,4.077956923076923,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,7.0,IV22078014MR,469,INC,S,802  W 7th ST ,POMONA,6.0,3.00 (0 0 0 0),1774.0,$479.14,"$850,000","$850,000",$0.00,"15,408",1885.0,9,2.0,06/08/2022,34.0530176,-117.7577527,,2.0,2140.19,4280.38,4066.361,48796.331999999995,<50,1.18,10030.0,20060.0,2394.694333333333,28736.331999999995,850000,0.0338074494117647,3.38074494117647,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,52.0,IV22193850MR,1795,INC,S,443  N 9th AVE ,UPLAND,3.0,3.00 (0 0 0 0),1694.0,$481.05,"$814,900","$800,000",$0.00,"6,768",1938.0,39,2.0,10/26/2022,34.0991074,-117.6392205,,2.0,1803.0,3606.0,3425.7,41108.399999999994,<50,1.18,10030.0,20060.0,1754.0333333333328,21048.399999999994,800000,0.026310499999999994,2.6310499999999992,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,13.0,IV22222468MR,1795,INC,S,1061   Springfield ST ,UPLAND,8.0,7.00 (0 0 0 0),4028.0,$310.33,"$1,250,000","$1,219,500",,"8,060",1965.0,13,4.0,11/18/2022,34.1087674,-117.6668853,,4.0,2128.93,8515.72,8089.933999999999,97079.20799999998,<50,1.18,10030.0,40120.0,4746.600666666665,56959.207999999984,1219500,0.04670701763017629,4.670701763017629,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,6.0,IV22234065MR,1543,INC,S,1413  S Sultana AVE #1415,ONTARIO,2.0,1.00 (0 0 0 0),1560.0,$416.03,"$649,000","$660,000",,"6,270",1953.0,101,2.0,05/17/2023,34.0480745,-117.6459394,,2.0,1798.3,3596.6,3416.7699999999995,41001.23999999999,<50,1.18,10030.0,20060.0,1745.1033333333326,20941.23999999999,660000,0.0317291515151515,3.1729151515151504,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,1.0,IV22238866MR,469,INC,S,2276   Nelson ST ,POMONA,9.0,8.00 (0 0 0 0),3926.0,$292.92,"$1,150,000","$1,140,000",,"11,245",1964.0,18,4.0,01/11/2023,34.0301753,-117.7475547,,4.0,2120.61,8482.44,8058.318,96699.816,<50,1.18,10030.0,40120.0,4714.984666666667,56579.816000000006,1140000,0.049631417543859656,4.9631417543859655,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,4.0,IV22257204MR,469,INC,S,1352   Thomas  ,POMONA,5.0,3.00 (0 0 0 0),1852.0,$356.37,"$660,000","$688,000",,"5,579",1950.0,3,3.0,01/30/2023,34.0468009,-117.7507398,,3.0,1799.56,5398.68,5128.746,61544.952000000005,<50,1.18,10030.0,30090.0,2621.2460000000005,31454.952000000005,688000,0.04571940697674419,4.571940697674419,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,41.0,IV23057964MR,1543,INC,S,1407   Virginia AVE #A-B,ONTARIO,6.0,4.00 (0 0 0 0),2086.0,$344.68,"$719,000","$702,000",,"6,600",1979.0,75,2.0,08/17/2023,34.0825696,-117.6303531,,2.0,2261.9,4523.8,4297.61,51571.31999999999,<50,1.18,10030.0,20060.0,2625.9433333333327,31511.319999999992,702000,0.044887920227920215,4.488792022792022,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,24.0,IV23069646MR,1627,INC,S,8210   Rancheria DR ,RANCHO CUCAMONGA,14.0,14.00 (0 0 0 0),9092.0,$296.41,"$2,695,000","$2,525,000",$0.00,"18,256",1986.0,77,8.0,10/23/2023,34.1037095,-117.6265997,,8.0,2113.84,16910.72,16065.184000000001,192782.208,<50,1.18,10030.0,80240.0,9378.517333333335,112542.20800000001,2525000,0.04457117148514852,4.457117148514852,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,14.0,IV23086915MR,1543,INC,S,155   Lassen PL ,ONTARIO,8.0,4.00 (0 0 0 0),3985.0,$326.22,"$1,300,000","$1,200,000",,"12,096",1986.0,6,4.0,07/21/2023,34.0649723,-117.6210699,,4.0,2055.02,8220.08,7809.075999999999,93708.91199999998,<50,1.18,10030.0,40120.0,4465.742666666665,53588.91199999998,1200000,0.04465742666666665,4.4657426666666655,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,1.0,IV23118955MR,469,INC,S,261  E Phillips BLVD ,POMONA,3.0,2.00 (2 0 0 0),1725.0,$333.33,"$575,000","$580,000",$0.00,"8,940",1952.0,13,,09/09/2023,34.0443306,-117.7479743,,1.0,2142.78,2142.78,2035.641,24427.692000000003,<50,1.18,10030.0,10030.0,1199.8076666666668,14397.692000000003,580000,0.02482360689655173,2.482360689655173,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,1.0,IV23121588MR,469,INC,S,261  E Phillips BLVD ,POMONA,3.0,2.00 (0 0 0 0),2.0,"$287,500","$575,000","$580,000",,"8,940",1952.0,10,2.0,09/09/2023,34.0443306,-117.7479743,,2.0,1613.69,3227.38,3066.011,36792.132,<50,1.18,10030.0,20060.0,1394.3443333333332,16732.131999999998,580000,0.02884850344827586,2.8848503448275857,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,4.0,IV23135688MR,1455,INC,S,10384   Marion Ave ,MONTCLAIR,5.0,3.00 (0 0 0 0),2148.0,$349.16,"$750,000","$750,000",$0.00,"8,050",1961.0,186,2.0,03/06/2024,34.0653618,-117.693548,,2.0,2179.81,4359.62,4141.639,49699.668000000005,<50,1.18,10030.0,20060.0,2469.9723333333336,29639.668000000005,750000,0.03951955733333334,3.9519557333333335,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,21.0,IV23140881MR,1543,INC,S,225  W Nevada ST ,ONTARIO,4.0,2.00 (2 0 0 0),1021.0,$586.68,"$599,000","$595,000",$0.00,"7,200",1912.0,37,,12/06/2023,34.05675,-117.6527336,,1.0,2074.85,2074.85,1971.1074999999998,23653.289999999997,<50,1.18,10030.0,10030.0,1135.2741666666664,13623.289999999997,595000,0.02289628571428571,2.289628571428571,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,9.0,IV23146797MR,469,INC,S,812  S Towne AVE ,POMONA,5.0,2.00 (0 0 0 0),1836.0,$380.66,"$698,888","$715,000",,"12,991",1947.0,8,2.0,09/28/2023,34.0523996,-117.7411016,,2.0,2173.68,4347.36,4129.991999999999,49559.903999999995,<50,1.18,10030.0,20060.0,2458.3253333333328,29499.903999999995,715000,0.041258606993006985,4.1258606993006985,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,45.0,IV23147610MR,469,INC,S,2375  N San Antonio AVE ,POMONA,9.0,6.00 (4 0 2 0),3585.0,$376.57,"$1,350,000","$1,200,000",$0.00,"16,330",1910.0,17,,10/04/2023,34.0860872,-117.7368728,,1.0,2106.64,2106.64,2001.3079999999998,24015.695999999996,<50,1.18,10030.0,10030.0,1165.4746666666663,13985.695999999996,1200000,0.011654746666666663,1.1654746666666664,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,27.0,IV23158873MR,1543,INC,S,913  S Campus AVE #2,ONTARIO,5.0,2.00 (0 0 0 0),1777.0,$365.79,"$650,000","$720,000",,"6,600",1957.0,13,2.0,10/05/2023,34.0542549,-117.6412187,,2.0,2187.74,4375.48,4156.705999999999,49880.471999999994,<50,1.18,10030.0,20060.0,2485.0393333333327,29820.471999999994,720000,0.04141732222222221,4.141732222222221,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,2.0,IV23184105MR,469,INC,S,119  E Phillips BLVD ,POMONA,4.0,2.00 (0 0 0 0),1408.0,$422.59,"$595,000","$580,000",$0.00,"10,401",1926.0,90,2.0,03/12/2024,34.0442955,-117.7493319,,2.0,1947.03,3894.06,3699.357,44392.284,<50,1.18,10030.0,20060.0,2027.6903333333332,24332.284,580000,0.041952213793103446,4.195221379310345,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,24.0,IV23212407MR,1543,INC,S,516  E D ST ,ONTARIO,2.0,3.00 (0 0 0 0),1392.0,$398.71,"$555,000","$545,000",$0.00,"6,542",1923.0,27,2.0,01/09/2024,34.0984443,-117.6463919,,2.0,1686.29,3372.58,3203.9509999999996,38447.412,<50,1.18,10030.0,20060.0,1532.284333333333,18387.411999999997,545000,0.03373837064220183,3.373837064220183,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,4.0,IV24016865MR,1795,INC,S,1370   Springfield ST ,UPLAND,8.0,6.00 (0 0 0 0),4028.0,$340.12,"$1,370,000","$1,385,000",$0.00,"8,250",1964.0,5,4.0,02/22/2024,34.108161,-117.6748539,,4.0,2094.92,8379.68,7960.696,95528.352,<50,1.18,10030.0,40120.0,4617.362666666667,55408.352,1385000,0.04000603032490975,4.000603032490975,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,6.0,IV24027724MR,1543,INC,S,405  W Maple ST ,ONTARIO,4.0,2.00 (0 0 0 0),1800.0,$405.28,"$729,500","$731,000",$0.00,"8,000",1956.0,3,2.0,04/05/2024,34.0428098,-117.6548943,,2.0,2116.8,4233.6,4021.92,48263.04,<50,1.18,10030.0,20060.0,2350.2533333333336,28203.04,731000,0.038581450068399456,3.8581450068399454,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,21.0,IV24042561MR,1543,INC,S,3122   Triumph LN ,ONTARIO,10.0,6.00 (0 0 0 0),3989.0,$300.83,"$1,200,000","$1,050,000",$42.00,"13,240",1987.0,4,4.0,04/26/2024,34.0710533,-117.5832212,,4.0,2129.37,8517.48,8091.605999999999,97099.27199999998,<50,1.18,10030.0,40120.0,4748.272666666665,56979.27199999998,1050000,0.054265973333333314,5.426597333333332,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,36.0,IV24057513MR,469,INC,S,561  E Pasadena ST ,POMONA,5.0,4.00 (0 0 0 0),2670.0,$370.79,"$990,000","$1,050,000",$0.00,"10,077",1909.0,11,3.0,05/01/2024,34.0640138,-117.7399343,,3.0,1876.46,5629.38,5347.911,64174.932,<50,1.18,10030.0,30090.0,2840.411,34084.932,1050000,0.03246184,3.246184,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,3.0,MB21096629MR,469,INC,S,565  N Gordon ST ,POMONA,,2.00 (0 0 0 0),1431.0,$342.42,"$490,000","$490,000",$0.00,"7,142",1902.0,38,2.0,03/11/2022,34.0630641,-117.7536025,,2.0,1974.97,3949.94,3752.4429999999998,45029.316,<50,1.18,10030.0,20060.0,2080.7763333333332,24969.316,490000,0.05095778775510204,5.095778775510204,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,11.0,MB21200549MR,469,INC,S,1122   EAST 7TH AVE ,POMONA,,2.00 (0 0 0 0),1696.0,$353.77,"$600,000","$600,000",,"6,632",1961.0,32,2.0,01/10/2022,,,,2.0,2077.15,4154.3,3946.585,47359.020000000004,<50,1.18,10030.0,20060.0,2274.9183333333335,27299.020000000004,600000,0.04549836666666667,4.549836666666667,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,8.0,MB21264646MR,1627,INC,S,8231   Tapia DR ,RANCHO CUCAMONGA,, (0 0 0 0),5508.0,$344.77,"$1,899,000","$1,825,000",,"9,000",1963.0,27,6.0,01/24/2022,34.1028154,-117.6262672,,6.0,1992.17,11953.02,11355.369,136264.428,<50,1.18,10030.0,60180.0,6340.3690000000015,76084.42800000001,1825000,0.04169009753424658,4.169009753424658,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,51.0,MB22140594MR,469,INC,S,1423  S Hamilton BLVD ,POMONA,6.0,4.00 (4 0 0 0),1746.0,$400.34,"$699,000","$700,000",$0.00,"11,940",1959.0,20,,09/12/2022,34.045295,-117.7628949,,1.0,2096.66,2096.66,1991.8269999999998,23901.924,<50,1.18,10030.0,10030.0,1155.9936666666665,13871.923999999999,700000,0.019817034285714283,1.9817034285714283,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,41.0,MB22232497MR,1543,INC,S,937  S Taylor AVE ,ONTARIO,3.0,0.00 (0 0 0 0),1246.0,$497.59,"$620,000","$585,000",,"8,036",1949.0,50,2.0,02/07/2023,,,,2.0,1695.58,3391.16,3221.602,38659.224,<50,1.18,10030.0,20060.0,1549.9353333333336,18599.224000000002,585000,0.031793545299145305,3.1793545299145305,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,6.0,MB23101646MR,469,INC,S,301  W Grand AVE ,POMONA,4.0,4.00 (0 0 0 0),2176.0,$367.65,"$800,000","$785,000",$0.00,"6,425",1991.0,18,2.0,08/02/2023,34.047862,-117.752112,,2.0,2294.68,4589.36,4359.892,52318.704,<50,1.18,10030.0,20060.0,2688.2253333333333,32258.703999999998,785000,0.04109389044585987,4.109389044585987,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,31.0,MB23126728MR,1543,INC,S,1109  S Bon View AVE ,ONTARIO,5.0,2.00 (0 0 0 0),1284.0,$439.95,"$564,900","$615,000",,"6,500",1948.0,8,2.0,08/18/2023,34.0521869,-117.6365638,,2.0,2028.65,4057.3,3854.435,46253.22,<50,1.18,10030.0,20060.0,2182.7683333333334,26193.22,615000,0.042590601626016265,4.259060162601626,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,23.0,MC21170517MR,1543,INC,S,951  E Elma ST ,ONTARIO,3.0,2.00 (2 0 0 0),1449.0,$351.90,"$509,900","$478,000",$0.00,"5,676",1956.0,29,,10/15/2021,34.0661602,-117.6333958,,1.0,2052.95,2052.95,1950.3024999999998,23403.629999999997,<50,1.18,10030.0,10030.0,1114.4691666666665,13373.629999999997,478000,0.02797830543933054,2.797830543933054,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,28.0,MC21176338MR,1543,INC,S,951  E Elma ST ,ONTARIO,,2.00 (0 0 0 0),1449.0,$351.90,"$509,900","$478,000",$0.00,"5,676",1956.0,23,2.0,10/14/2021,34.0661602,-117.6333958,,2.0,1910.92,3821.84,3630.748,43568.976,<50,1.18,10030.0,20060.0,1959.0813333333335,23508.976000000002,478000,0.04918195815899582,4.918195815899582,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,1.0,NP22026414MR,469,INC,S,840  E Monterey AVE ,POMONA,,3.00 (0 0 0 0),2910.0,$216.49,"$630,000","$630,000",$0.00,"9,424",1950.0,0,3.0,04/28/2022,34.0608534,-117.7338783,,3.0,2067.84,6203.52,5893.344,70720.128,<50,1.18,10030.0,30090.0,3385.8439999999996,40630.128,630000,0.06449226666666666,6.449226666666666,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,1.0,NP22026456MR,469,INC,S,759  N Caswell AVE ,POMONA,,2.00 (0 0 0 0),2432.0,$300.16,"$730,000","$750,000",$0.00,"5,495",1949.0,0,4.0,04/07/2022,34.0659094,-117.7389308,,4.0,1943.58,7774.32,7385.603999999999,88627.24799999999,<50,1.18,10030.0,40120.0,4042.270666666666,48507.24799999999,750000,0.06467633066666666,6.467633066666665,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,2.0,NP23052844MR,1543,INC,S,3121   G ST ,ONTARIO,10.0,8.00 (0 0 0 0),3890.0,$359.38,"$1,398,000","$1,378,000",,"12,780",1987.0,3,4.0,04/25/2023,,,,4.0,2093.32,8373.28,7954.616,95455.39199999999,<50,1.18,10030.0,40120.0,4611.282666666666,55335.39199999999,1378000,0.040156307692307686,4.015630769230769,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,2.0,NP23181636MR,1543,INC,S,3121   Inland Empire BLVD ,ONTARIO,10.0,8.00 (0 0 0 0),3890.0,$359.64,"$1,399,000","$1,390,000",,"12,780",1987.0,10,4.0,10/26/2023,34.0702702,-117.5839398,,4.0,2185.07,8740.28,8303.266,99639.192,<50,1.18,10030.0,40120.0,4959.932666666667,59519.191999999995,1390000,0.042819562589928056,4.281956258992806,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,23.0,OC21097950MR,1543,INC,S,308  N Camellia AVE ,ONTARIO,,8.00 (0 0 0 0),4496.0,$244.66,"$1,100,000","$1,150,000",,"8,000",1964.0,6,4.0,06/26/2021,34.0663872,-117.6723573,,4.0,1929.46,7717.84,7331.947999999999,87983.37599999999,<50,1.18,10030.0,40120.0,3988.614666666666,47863.37599999999,1150000,0.04162032695652173,4.162032695652173,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,39.0,OC21098286MR,469,INC,S,1121  E Pasadena ST ,POMONA,,9.00 (0 0 0 0),8149.0,$279.79,"$2,280,000","$2,050,000",,"16,653",1957.0,121,9.0,11/20/2021,34.0640717,-117.727909,,9.0,1984.09,17856.809999999998,16963.969499999996,203567.63399999996,<50,1.18,10030.0,90270.0,9441.469499999997,113297.63399999996,2050000,0.055267138536585346,5.526713853658535,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,23.0,OC21112897MR,1795,INC,S,359   West ST ,UPLAND,,3.00 (0 0 0 0),2237.0,$343.76,"$769,000","$775,000",,"9,000",1913.0,18,3.0,08/12/2021,34.1083283,-117.6455186,,3.0,1857.68,5573.04,5294.388,63532.656,<50,1.18,10030.0,30090.0,2786.8880000000004,33442.656,775000,0.04315181419354839,4.315181419354839,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,6.0,OC21145605MR,1627,INC,S,8755   Lomita DR ,RANCHO CUCAMONGA,,8.00 (0 0 0 0),3598.0,$305.45,"$1,099,000","$1,080,000",$975.00,"9,000",1973.0,11,4.0,08/19/2021,34.1235099,-117.6150662,,4.0,2048.47,8193.88,7784.185999999999,93410.23199999999,<50,1.18,10030.0,40120.0,4440.852666666666,53290.23199999999,1080000,0.049342807407407395,4.934280740740739,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,8.0,OC21204817MR,1627,INC,S,8740   Lomita DR ,RANCHO CUCAMONGA,,7.00 (0 0 0 0),3470.0,$331.09,"$1,148,888","$1,175,000",$975.00,"9,147",1973.0,14,4.0,11/08/2021,34.1236728,-117.615306,,4.0,2046.41,8185.64,7776.358,93316.296,<50,1.18,10030.0,40120.0,4433.024666666667,53196.296,1175000,0.04527344340425532,4.5273443404255325,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,5.0,OC21204853MR,1627,INC,S,8750   Lomita DR ,RANCHO CUCAMONGA,,7.00 (0 0 0 0),3470.0,$331.09,"$1,148,888","$1,125,000",$975.00,"9,147",1973.0,15,4.0,01/13/2022,34.1236736,-117.6151354,,4.0,2106.32,8425.28,8004.0160000000005,96048.19200000001,<50,1.18,10030.0,40120.0,4660.6826666666675,55928.19200000001,1125000,0.049713948444444454,4.971394844444445,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,7.0,OC21215631MR,1455,INC,S,10380   Kimberly Ave ,MONTCLAIR,,10.00 (0 0 0 0),5000.0,$270,"$1,350,000","$1,358,000",,"8,100",1963.0,24,5.0,02/28/2022,34.0654814,-117.7087558,,5.0,2090.2,10451.0,9928.449999999999,119141.4,<50,1.18,10030.0,50150.0,5749.283333333333,68991.4,1358000,0.05080368188512518,5.080368188512518,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,7.0,OC21250599MR,1795,INC,S,1322  W Arrow  ,UPLAND,,8.00 (0 0 0 0),4000.0,$322.50,"$1,290,000","$1,290,000",$0.00,"8,400",1964.0,14,4.0,01/07/2022,34.1006531,-117.6714725,,4.0,2033.23,8132.92,7726.273999999999,92715.288,<50,1.18,10030.0,40120.0,4382.940666666666,52595.288,1290000,0.04077154108527132,4.077154108527132,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,9.0,OC21262548MR,1543,INC,S,648  E D ST ,ONTARIO,,3.00 (0 0 0 0),1742.0,$344.37,"$599,900","$642,000",$0.00,"7,216",1947.0,8,2.0,02/27/2022,34.0670593,-117.6349587,,2.0,2047.61,4095.22,3890.459,46685.508,<50,1.18,10030.0,20060.0,2218.7923333333333,26625.508,642000,0.041472753894081,4.1472753894081,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,16.0,OC22012253MR,1795,INC,S,388  N 11th AVE ,UPLAND,,5.00 (0 0 0 0),6590.0,$292.11,"$1,925,000","$2,060,000",$0.00,"17,424",1964.0,6,7.0,04/04/2022,34.0988551,-117.6366999,,7.0,1986.7,13906.9,13211.554999999998,158538.65999999997,<50,1.18,10030.0,70210.0,7360.7216666666645,88328.65999999997,2060000,0.04287799029126212,4.287799029126212,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,11.0,OC22031872MR,469,INC,S,1924 1936  Royalty DR ,POMONA,,3.00 (0 0 0 0),12056.0,$321.42,"$3,875,000","$3,687,500",,"45,478",1963.0,29,12.0,05/26/2022,,,,12.0,2053.67,24644.04,23411.838,280942.056,<50,1.18,10030.0,120360.0,13381.837999999998,160582.05599999998,3687500,0.043547676203389826,4.354767620338983,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,6.0,OC22168878MR,1543,INC,S,1101  E 5th ST ,ONTARIO,2.0,1.00 (0 0 0 0),4221.0,$339.97,"$1,435,000","$1,400,000",,"15,180",1985.0,149,5.0,03/01/2023,,,,5.0,1729.04,8645.2,8212.94,98555.28,<50,1.18,10030.0,50150.0,4033.773333333333,48405.28,1400000,0.0345752,3.45752,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,1.0,OC22182686MR,1795,INC,S,91  W 9th ST ,UPLAND,8.0,4.00 (4 0 0 0),1630.0,$521.47,"$850,000","$543,500",$0.00,"6,348",1906.0,0,,01/31/2023,34.0961696,-117.6474418,,1.0,2106.26,2106.26,2000.9470000000001,24011.364,<50,1.18,10030.0,10030.0,1165.1136666666669,13981.364000000001,543500,0.02572468077276909,2.572468077276909,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,20.0,OC22193832MR,1543,INC,S,1134  E La Deney CT ,ONTARIO,4.0,4.00 (0 0 0 0),3502.0,$312.68,"$1,095,000","$1,070,000",,"6,930",1963.0,42,4.0,01/04/2023,34.0842594,-117.6311079,,4.0,1732.99,6931.96,6585.362,79024.344,<50,1.18,10030.0,40120.0,3242.0286666666666,38904.344,1070000,0.036359199999999994,3.6359199999999996,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,52.0,OC22228462MR,1543,INC,S,1211  N EL DORADO AVE ,ONTARIO,0.0,6.00 (0 0 0 0),5103.0,$355.67,"$1,815,000","$1,930,000",$0.00,"14,208",1971.0,149,12.0,04/13/2023,34.0801695,-117.6248242,,12.0,1499.44,17993.28,17093.615999999998,205123.392,<50,1.18,10030.0,120360.0,7063.615999999999,84763.39199999999,1930000,0.04391885595854922,4.391885595854922,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,38.0,OC23174129MR,469,INC,S,1349  S San Antonio AVE ,POMONA,4.0,2.00 (2 0 0 0),1724.0,$404.87,"$698,000","$730,000",$0.00,"8,084",1924.0,93,,01/25/2024,34.0472888,-117.7367494,,1.0,2115.68,2115.68,2009.8959999999997,24118.751999999997,<50,1.18,10030.0,10030.0,1174.0626666666665,14088.751999999997,730000,0.019299660273972598,1.9299660273972599,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
